Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_104762,EID_54762,Rural,Large,South,Zone 5,0,3,3,3895,Company Owned,52,0,0,1,252,29.0,,14,0,B,2,25,17075
WH_104968,EID_54968,Rural,Mid,West,Zone 4,3,0,5,5240,Rented,58,0,0,1,64,48.0,1998.0,22,1,B,5,11,26110
WH_124196,EID_74196,Rural,Small,West,Zone 6,6,0,3,5084,Rented,36,0,0,0,86,23.0,2010.0,18,0,B+,3,9,21074
WH_115583,EID_65583,Rural,Mid,West,Zone 4,7,0,4,3491,Company Owned,70,0,0,0,247,32.0,2009.0,20,0,A,4,11,25116
WH_110180,EID_60180,Rural,Small,North,Zone 6,2,0,4,5797,Company Owned,53,0,0,1,154,,,33,1,B,6,9,43074
WH_115019,EID_65019,Urban,Small,West,Zone 1,6,0,5,6676,Rented,39,0,0,0,112,29.0,2009.0,15,0,B+,3,30,19061
WH_111869,EID_61869,Rural,Large,North,Zone 5,3,1,2,3228,Company Owned,69,1,0,0,249,34.0,,19,0,B,3,24,22115
WH_103517,EID_53517,Rural,Small,South,Zone 1,3,3,3,5403,Company Owned,57,0,0,0,270,25.0,1997.0,22,0,C,5,3,29132
WH_100395,EID_50395,Rural,Mid,North,Zone 2,6,0,3,4959,Company Owned,62,0,0,0,152,33.0,2019.0,8,0,C,3,22,11118
WH_103833,EID_53833,Rural,Small,West,Zone 1,2,0,5,4850,Company Owned,66,0,0,1,240,27.0,,14,0,A,1,30,19096
WH_120882,EID_70882,Rural,Small,South,Zone 1,0,1,3,4457,Rented,39,0,0,1,115,30.0,,21,0,A+,6,21,27141
WH_115902,EID_65902,Rural,Mid,South,Zone 4,1,0,2,4170,Company Owned,56,0,0,1,99,27.0,,15,0,C,3,26,20103
WH_104708,EID_54708,Rural,Mid,West,Zone 3,1,0,2,5166,Company Owned,48,0,0,1,194,31.0,,33,1,A+,3,19,47103
WH_118011,EID_68011,Rural,Small,North,Zone 6,7,0,3,5592,Company Owned,32,0,0,1,86,34.0,,12,0,B,5,15,14149
WH_103307,EID_53307,Rural,Small,North,Zone 6,0,1,4,5579,Company Owned,30,0,0,1,102,20.0,,30,0,B+,4,9,36149
WH_106291,EID_56291,Rural,Mid,West,Zone 4,2,0,2,6218,Company Owned,22,0,0,1,126,31.0,,8,0,B+,1,11,9150
WH_119383,EID_69383,Rural,Large,North,Zone 6,2,0,3,6152,Company Owned,61,1,1,0,113,27.0,,25,0,C,2,29,31055
WH_105440,EID_55440,Rural,Large,North,Zone 6,0,1,2,6158,Rented,67,1,1,1,72,31.0,,5,0,A+,3,28,6081
WH_109260,EID_59260,Rural,Mid,South,Zone 2,6,0,2,3661,Company Owned,49,1,0,1,189,49.0,1997.0,25,1,B,3,32,30066
WH_110791,EID_60791,Urban,Mid,South,Zone 4,3,0,2,5700,Rented,57,0,0,0,84,23.0,1997.0,32,0,B,3,11,40096
WH_116419,EID_66419,Rural,Large,North,Zone 6,0,3,1,4812,Rented,69,0,0,1,123,46.0,,11,0,B,5,29,13085
WH_112129,EID_62129,Rural,Small,South,Zone 1,3,4,2,4563,Rented,65,0,0,0,101,18.0,2017.0,5,0,B+,6,21,6133
WH_111574,EID_61574,Urban,Large,North,Zone 5,4,0,2,4880,Company Owned,59,0,0,1,227,50.0,2007.0,21,1,A,2,14,27077
WH_108950,EID_58950,Rural,Mid,South,Zone 4,4,0,4,5349,Company Owned,58,0,0,1,263,31.0,2010.0,19,0,A,5,26,26060
WH_118523,EID_68523,Rural,Large,North,Zone 5,3,2,4,4823,Rented,68,0,0,0,114,30.0,2001.0,24,0,B+,3,5,28084
WH_118636,EID_68636,Rural,Mid,West,Zone 4,6,0,2,5131,Rented,23,0,0,0,269,17.0,2019.0,6,1,C,3,26,7055
WH_116857,EID_66857,Rural,Large,West,Zone 5,7,0,4,4616,Company Owned,21,0,0,1,205,53.0,2009.0,20,0,A,4,10,25058
WH_111747,EID_61747,Rural,Mid,West,Zone 3,2,0,3,3907,Company Owned,46,0,0,1,136,20.0,,24,1,C,2,19,34058
WH_122231,EID_72231,Rural,Large,North,Zone 6,2,0,3,3680,Rented,26,0,0,1,149,20.0,,11,1,A,4,28,15055
WH_110484,EID_60484,Rural,Mid,West,Zone 4,2,0,2,4670,Rented,20,0,0,1,199,36.0,,21,0,C,6,26,29133
WH_105088,EID_55088,Rural,Large,North,Zone 6,4,2,4,3789,Company Owned,36,0,1,1,137,28.0,,22,0,B+,6,28,26072
WH_123015,EID_73015,Rural,Small,North,Zone 6,0,2,3,4490,Rented,69,0,0,1,138,28.0,,23,0,A+,3,13,29118
WH_100895,EID_50895,Rural,Large,North,Zone 6,5,1,4,5926,Company Owned,59,0,0,1,101,18.0,2001.0,24,0,B+,4,6,27082
WH_113487,EID_63487,Rural,Mid,North,Zone 4,1,1,4,3790,Company Owned,31,1,1,1,142,27.0,,16,0,A,4,26,20122
WH_101225,EID_51225,Rural,Large,East,Zone 5,6,0,7,4614,Company Owned,46,0,0,1,169,43.0,2009.0,20,0,B+,6,14,24113
WH_120985,EID_70985,Rural,Mid,West,Zone 3,5,2,4,4982,Rented,31,0,1,1,158,28.0,2007.0,23,0,B,2,19,27140
WH_106408,EID_56408,Rural,Large,North,Zone 5,4,0,3,4364,Company Owned,22,0,0,1,59,33.0,2019.0,5,0,C,2,14,6132
WH_120973,EID_70973,Rural,Mid,West,Zone 4,8,0,4,4143,Rented,58,0,0,0,106,32.0,2017.0,10,1,A+,6,11,14065
WH_104754,EID_54754,Rural,Mid,West,Zone 2,5,5,6,4109,Rented,61,0,0,1,100,22.0,,19,0,C,5,12,24137
WH_111309,EID_61309,Rural,Mid,South,Zone 2,8,0,3,5000,Company Owned,58,0,0,1,105,22.0,2002.0,30,1,B,2,12,39120
WH_106955,EID_56955,Rural,Small,North,Zone 6,5,2,2,5336,Rented,65,0,0,0,158,21.0,,19,0,B,2,9,22134
WH_106110,EID_56110,Rural,Mid,North,Zone 4,5,0,3,7400,Rented,43,0,0,1,62,27.0,2002.0,24,0,B+,3,26,29147
WH_106761,EID_56761,Rural,Mid,North,Zone 3,8,0,2,4906,Company Owned,15,1,0,1,77,28.0,2014.0,20,0,A,6,27,27110
WH_112285,EID_62285,Rural,Mid,West,Zone 2,5,0,3,4700,Rented,56,0,0,1,70,47.0,2005.0,22,0,B+,5,12,26148
WH_119270,EID_69270,Rural,Large,West,Zone 6,6,0,3,5170,Company Owned,47,0,0,0,60,21.0,2022.0,0,0,,0,23,13133
WH_111603,EID_61603,Rural,Small,West,Zone 6,5,0,7,4942,Company Owned,53,0,0,1,200,24.0,1999.0,30,1,A+,3,15,42132
WH_119025,EID_69025,Rural,Mid,South,Zone 4,7,0,4,3921,Company Owned,23,0,0,1,204,25.0,2007.0,18,0,B+,4,26,20141
WH_104860,EID_54860,Rural,Small,North,Zone 1,6,1,4,4416,Company Owned,33,0,0,1,215,40.0,2003.0,14,0,B+,3,21,16114
WH_110667,EID_60667,Rural,Mid,South,Zone 4,4,0,3,4611,Rented,50,0,0,1,125,33.0,2001.0,26,0,B,4,11,32091
WH_122154,EID_72154,Rural,Mid,North,Zone 2,6,1,3,2833,Rented,62,0,0,0,115,28.0,2016.0,9,1,B+,2,12,10102
WH_121926,EID_71926,Rural,Large,West,Zone 5,0,0,2,6330,Company Owned,38,0,0,1,134,22.0,,0,0,,0,10,5071
WH_106266,EID_56266,Rural,Small,South,Zone 1,0,0,2,4864,Company Owned,32,0,0,0,80,40.0,,26,0,B+,6,31,33064
WH_110414,EID_60414,Rural,Large,West,Zone 5,7,0,4,6568,Company Owned,25,0,0,1,126,27.0,2014.0,11,0,A,3,5,14109
WH_120947,EID_70947,Rural,Large,North,Zone 6,5,2,2,5506,Rented,70,0,0,1,123,25.0,,12,0,C,6,6,15137
WH_103796,EID_53796,Rural,Large,North,Zone 6,3,2,2,4898,Company Owned,23,1,0,1,203,23.0,,11,1,B+,6,6,13077
WH_110419,EID_60419,Rural,Mid,North,Zone 2,0,0,4,5434,Rented,31,0,0,1,202,43.0,,28,0,B,5,12,34118
WH_103904,EID_53904,Rural,Small,North,Zone 6,7,0,2,5452,Rented,43,0,0,0,220,19.0,,20,1,A+,4,15,26120
WH_124135,EID_74135,Rural,Small,West,Zone 6,5,0,2,5013,Company Owned,46,0,0,1,182,29.0,2005.0,31,0,C,5,15,40127
WH_117404,EID_67404,Rural,Large,West,Zone 6,8,5,4,4622,Rented,60,0,0,0,179,21.0,,14,1,A,4,29,18084
WH_109466,EID_59466,Rural,Large,North,Zone 6,8,5,1,6485,Company Owned,29,0,0,0,138,21.0,,6,0,C,5,23,8150
WH_117521,EID_67521,Urban,Large,North,Zone 5,8,0,2,3151,Company Owned,29,0,1,1,100,27.0,,23,1,B+,3,14,28140
WH_123906,EID_73906,Rural,Large,North,Zone 6,2,0,4,5195,Rented,17,0,0,1,55,25.0,,28,0,B,6,23,35102
WH_112137,EID_62137,Rural,Mid,North,Zone 3,7,2,2,5157,Company Owned,44,0,0,1,186,24.0,2007.0,19,0,B+,4,27,22060
WH_115132,EID_65132,Rural,Mid,South,Zone 4,6,1,2,7581,Company Owned,37,0,0,1,203,38.0,,13,0,B+,3,26,16098
WH_117035,EID_67035,Rural,Large,South,Zone 6,6,0,2,3583,Company Owned,22,0,0,1,114,27.0,2011.0,18,0,B+,6,23,23150
WH_116123,EID_66123,Rural,Mid,South,Zone 2,4,0,4,5519,Rented,24,0,0,0,100,18.0,2015.0,14,0,A,6,32,20087
WH_116553,EID_66553,Rural,Large,South,Zone 6,2,1,2,4720,Rented,69,0,0,1,105,46.0,,0,0,,0,29,4099
WH_107702,EID_57702,Rural,Large,North,Zone 6,2,1,5,5446,Rented,31,0,0,1,83,27.0,,5,0,B,1,28,7081
WH_120356,EID_70356,Rural,Mid,West,Zone 3,4,1,3,4312,Company Owned,29,0,0,1,258,27.0,2012.0,13,1,A+,4,19,18070
WH_121624,EID_71624,Rural,Mid,West,Zone 4,8,0,4,4860,Company Owned,59,0,0,1,69,49.0,,18,1,B+,6,26,22137
WH_104636,EID_54636,Rural,Large,North,Zone 6,6,0,2,3753,Company Owned,42,0,0,1,135,29.0,1998.0,23,0,A,3,6,28103
WH_120551,EID_70551,Rural,Large,North,Zone 6,5,0,3,4868,Rented,44,0,0,0,206,36.0,2002.0,35,1,A+,6,7,49083
WH_121924,EID_71924,Rural,Mid,South,Zone 2,8,0,3,6578,Company Owned,35,0,0,1,202,29.0,2021.0,0,0,,0,22,6098
WH_102788,EID_52788,Rural,Mid,South,Zone 4,6,1,3,3671,Company Owned,33,0,0,1,132,43.0,,21,1,B+,2,11,25129
WH_106268,EID_56268,Rural,Large,North,Zone 6,0,0,3,8700,Company Owned,41,0,0,1,96,22.0,,23,0,A,4,28,31065
WH_101180,EID_51180,Rural,Small,South,Zone 1,5,0,4,3650,Company Owned,35,0,0,0,174,23.0,2000.0,38,1,A,4,21,53100
WH_117590,EID_67590,Rural,Large,North,Zone 5,4,1,2,4848,Rented,53,0,0,1,143,35.0,2014.0,11,0,A,2,25,15080
WH_100061,EID_50061,Rural,Small,North,Zone 6,2,0,4,3810,Rented,54,0,0,1,69,30.0,,31,1,A+,2,13,44129
WH_115017,EID_65017,Rural,Large,North,Zone 6,3,0,2,6288,Company Owned,65,0,0,0,128,38.0,2008.0,17,0,A,4,23,22057
WH_114610,EID_64610,Rural,Large,South,Zone 5,5,4,3,3945,Company Owned,67,0,0,0,76,28.0,,19,0,A,2,25,24070
WH_105422,EID_55422,Rural,Mid,West,Zone 4,6,0,3,5253,Rented,15,0,0,1,156,31.0,2006.0,33,0,B+,2,26,41077
WH_113344,EID_63344,Rural,Mid,South,Zone 4,3,4,3,4199,Rented,53,0,0,1,71,29.0,,19,0,C,4,26,24108
WH_101459,EID_51459,Rural,Mid,West,Zone 2,1,0,3,4404,Company Owned,27,0,0,1,246,30.0,,23,0,C,2,12,29096
WH_111233,EID_61233,Rural,Large,West,Zone 6,1,0,5,4345,Company Owned,63,0,0,1,93,37.0,,0,0,,0,23,4110
WH_112439,EID_62439,Rural,Small,West,Zone 6,0,0,4,5449,Rented,43,0,0,0,152,20.0,,17,0,B+,2,8,21062
WH_105358,EID_55358,Rural,Large,South,Zone 6,7,1,3,5029,Rented,61,0,0,1,85,56.0,2014.0,10,0,B+,6,29,12151
WH_124837,EID_74837,Rural,Large,North,Zone 5,7,1,3,4759,Company Owned,62,0,0,1,180,30.0,1996.0,23,1,B+,4,14,28092
WH_114950,EID_64950,Rural,Mid,South,Zone 2,4,0,2,7904,Company Owned,68,0,0,1,193,29.0,,23,0,A,3,32,29057
WH_114412,EID_64412,Rural,Large,North,Zone 5,8,0,3,4997,Rented,28,0,0,0,65,,2006.0,38,0,C,2,17,51125
WH_119353,EID_69353,Rural,Large,West,Zone 5,2,0,4,5264,Rented,38,0,0,1,270,29.0,,25,0,B+,5,10,29098
WH_107336,EID_57336,Rural,Small,North,Zone 1,4,2,4,4428,Company Owned,40,0,0,1,247,23.0,,22,1,A,2,21,29070
WH_100452,EID_50452,Rural,Large,North,Zone 6,7,1,2,5029,Rented,47,0,0,1,192,40.0,2022.0,4,1,C,3,28,6084
WH_112573,EID_62573,Rural,Small,South,Zone 6,4,0,2,4394,Company Owned,50,0,0,0,147,23.0,2013.0,15,1,A+,2,2,21087
WH_117342,EID_67342,Rural,Large,North,Zone 5,8,3,3,3281,Company Owned,15,0,0,1,228,31.0,,7,0,A,3,25,9123
WH_109778,EID_59778,Rural,Large,South,Zone 5,0,0,2,4852,Rented,56,0,0,1,64,51.0,,34,0,A+,4,25,47062
WH_101395,EID_51395,Rural,Mid,West,Zone 2,0,0,3,4257,Company Owned,68,0,0,1,197,29.0,,31,0,A+,6,1,42136
WH_110026,EID_60026,Urban,Small,West,Zone 1,0,1,3,4364,Company Owned,25,0,0,1,191,25.0,,12,0,A+,4,3,15140
WH_124489,EID_74489,Rural,Small,North,Zone 1,8,0,3,5741,Rented,21,0,0,1,149,32.0,2013.0,11,1,A+,4,31,14120
WH_103889,EID_53889,Rural,Large,West,Zone 5,8,0,3,3091,Company Owned,15,1,1,0,258,27.0,2010.0,24,1,A+,3,10,34062
WH_120615,EID_70615,Rural,Large,South,Zone 6,7,0,2,4026,Rented,67,0,0,1,72,28.0,,16,0,C,4,23,20122
WH_100596,EID_50596,Rural,Large,West,Zone 5,5,0,2,3516,Company Owned,58,0,0,0,65,22.0,2018.0,12,0,B,2,10,15141
WH_105620,EID_55620,Rural,Large,South,Zone 6,6,0,2,5168,Rented,15,0,0,0,132,19.0,2006.0,24,0,C,6,29,33149
WH_113571,EID_63571,Rural,Small,North,Zone 6,7,3,2,3797,Rented,44,0,1,1,212,38.0,,18,1,A+,4,13,24076
WH_111401,EID_61401,Rural,Mid,West,Zone 2,4,0,6,5351,Company Owned,70,0,0,1,56,29.0,2002.0,27,0,C,3,12,37088
WH_119553,EID_69553,Rural,Large,South,Zone 6,8,0,3,5233,Company Owned,59,0,0,1,60,18.0,2011.0,18,0,B+,2,29,21064
WH_119354,EID_69354,Urban,Large,North,Zone 6,8,0,3,3911,Company Owned,24,1,0,1,123,32.0,2013.0,17,0,C,4,23,23137
WH_105639,EID_55639,Rural,Mid,North,Zone 3,1,0,2,6378,Rented,31,0,0,0,221,16.0,,18,0,C,2,27,24150
WH_104849,EID_54849,Rural,Large,North,Zone 6,8,0,2,5583,Company Owned,38,0,0,0,68,32.0,2004.0,39,0,A,6,29,53110
WH_103299,EID_53299,Rural,Large,North,Zone 6,7,2,2,3388,Rented,24,0,0,0,109,38.0,,25,0,C,6,6,31089
WH_100064,EID_50064,Rural,Large,North,Zone 6,1,1,2,4770,Company Owned,37,0,0,1,113,16.0,,22,0,B,2,7,26060
WH_112090,EID_62090,Rural,Mid,South,Zone 2,0,0,3,5569,Company Owned,40,1,0,1,120,34.0,,39,0,B+,5,32,49081
WH_121214,EID_71214,Rural,Mid,West,Zone 3,2,5,2,6172,Rented,52,0,0,1,263,28.0,,6,0,A,3,19,8066
WH_103032,EID_53032,Rural,Large,South,Zone 5,1,0,2,6767,Rented,36,0,0,1,58,30.0,,21,1,A+,3,14,27151
WH_124103,EID_74103,Rural,Mid,West,Zone 3,0,0,9,4096,Company Owned,20,0,0,1,83,36.0,,18,0,C,3,27,24135
WH_102094,EID_52094,Rural,Mid,North,Zone 4,4,1,4,3932,Company Owned,40,0,0,1,217,32.0,2015.0,13,1,A+,6,26,18093
WH_123656,EID_73656,Rural,Large,North,Zone 5,7,0,3,5441,Company Owned,50,0,0,1,194,28.0,2006.0,26,1,A,5,24,36136
WH_121228,EID_71228,Rural,Large,West,Zone 5,0,0,3,3802,Company Owned,39,0,0,0,240,41.0,,7,0,B,2,25,8081
WH_114907,EID_64907,Rural,Mid,South,Zone 2,2,0,2,6047,Company Owned,61,0,0,1,229,25.0,,11,0,A+,1,32,14080
WH_119560,EID_69560,Rural,Mid,West,Zone 4,7,1,5,4653,Rented,30,0,0,0,269,18.0,,20,0,B+,5,26,23125
WH_103856,EID_53856,Rural,Mid,South,Zone 3,0,0,3,4609,Company Owned,41,0,0,1,59,39.0,,23,0,B,5,19,27138
WH_104459,EID_54459,Rural,Mid,South,Zone 4,4,3,1,5999,Rented,43,0,0,1,87,22.0,2004.0,22,1,B,4,26,26118
WH_106601,EID_56601,Rural,Large,West,Zone 5,5,0,1,9294,Company Owned,40,0,0,1,156,40.0,2013.0,21,1,A+,5,10,29116
WH_110223,EID_60223,Urban,Mid,West,Zone 3,3,0,2,5032,Rented,29,0,0,0,128,17.0,,11,1,A+,6,19,15057
WH_114748,EID_64748,Rural,Large,North,Zone 5,1,0,2,4145,Rented,57,0,0,0,193,16.0,,38,1,A+,4,5,54107
WH_115221,EID_65221,Rural,Large,West,Zone 6,8,0,5,5463,Rented,24,0,1,1,145,33.0,2003.0,34,1,A+,3,23,48141
WH_101829,EID_51829,Rural,Mid,West,Zone 4,0,3,3,4381,Rented,61,0,0,1,189,28.0,,6,0,C,2,11,8147
WH_111809,EID_61809,Rural,Mid,West,Zone 4,3,1,2,2940,Company Owned,66,0,0,1,131,32.0,2021.0,4,0,C,1,26,5110
WH_123158,EID_73158,Rural,Mid,North,Zone 3,8,0,2,4671,Rented,48,0,0,1,196,24.0,2021.0,5,0,B,1,19,7103
WH_114410,EID_64410,Rural,Large,West,Zone 5,7,0,2,5033,Company Owned,41,1,0,1,255,29.0,2019.0,13,1,A,3,10,18145
WH_105838,EID_55838,Rural,Small,South,Zone 6,5,0,3,4629,Company Owned,23,0,0,1,174,35.0,1996.0,24,0,B+,6,2,28095
WH_115598,EID_65598,Rural,Mid,North,Zone 3,3,1,2,6224,Company Owned,25,0,0,1,98,25.0,,19,0,A,4,27,24065
WH_101484,EID_51484,Rural,Mid,South,Zone 3,5,0,2,4267,Company Owned,43,0,0,1,110,28.0,2008.0,15,1,B,6,19,20073
WH_106088,EID_56088,Rural,Mid,North,Zone 2,5,1,4,1959,Rented,34,0,0,1,266,32.0,2003.0,26,1,A,3,22,34142
WH_106911,EID_56911,Rural,Large,South,Zone 5,2,0,3,4623,Company Owned,40,0,0,1,251,39.0,,21,1,A+,4,25,26148
WH_112733,EID_62733,Rural,Small,North,Zone 6,2,1,3,3510,Company Owned,40,1,0,1,208,30.0,,8,0,B,2,13,9127
WH_119652,EID_69652,Rural,Small,South,Zone 1,0,0,3,5250,Company Owned,55,1,0,1,153,33.0,,4,0,B,3,21,4093
WH_119105,EID_69105,Rural,Large,West,Zone 5,8,3,2,5227,Rented,68,0,0,1,220,39.0,,5,0,B,4,10,6104
WH_103647,EID_53647,Rural,Small,South,Zone 6,7,1,4,5332,Company Owned,64,0,0,0,227,33.0,2005.0,31,1,A+,2,9,41080
WH_104929,EID_54929,Rural,Mid,West,Zone 4,5,0,3,4384,Rented,15,0,0,0,183,22.0,2008.0,17,1,B,5,26,20106
WH_117399,EID_67399,Rural,Large,North,Zone 6,6,0,3,5295,Company Owned,36,0,0,1,243,45.0,2011.0,15,0,B,2,4,19149
WH_117899,EID_67899,Rural,Mid,South,Zone 3,0,5,3,4307,Company Owned,60,0,0,1,205,22.0,,4,0,C,3,19,5077
WH_107344,EID_57344,Urban,Large,North,Zone 5,3,1,2,4998,Company Owned,68,0,0,1,219,22.0,2016.0,11,0,C,5,17,14090
WH_110110,EID_60110,Rural,Large,North,Zone 5,7,0,3,5621,Rented,30,0,0,0,180,20.0,2012.0,21,1,A+,1,17,30088
WH_103831,EID_53831,Rural,Small,South,Zone 6,3,2,2,3358,Company Owned,18,0,0,1,144,29.0,2021.0,7,0,A,1,9,9071
WH_117287,EID_67287,Rural,Large,North,Zone 5,3,0,2,5296,Rented,65,0,0,0,114,35.0,,26,0,A,3,14,33076
WH_113053,EID_63053,Rural,Mid,West,Zone 4,1,1,4,5353,Company Owned,43,0,0,1,222,22.0,,30,0,B+,6,11,36145
WH_123583,EID_73583,Rural,Small,North,Zone 6,8,0,2,6534,Company Owned,61,0,0,0,144,18.0,,25,1,A+,5,9,33069
WH_117872,EID_67872,Rural,Mid,West,Zone 4,0,0,4,5964,Company Owned,68,0,0,1,67,57.0,,16,0,A+,2,11,20073
WH_110440,EID_60440,Rural,Large,North,Zone 6,5,0,2,4703,Company Owned,18,1,0,1,155,44.0,1997.0,14,0,A,2,28,17091
WH_109616,EID_59616,Rural,Large,West,Zone 6,6,1,4,4447,Rented,68,0,0,1,107,24.0,2005.0,31,0,B+,3,6,37119
WH_106690,EID_56690,Rural,Mid,North,Zone 3,8,0,4,5200,Rented,32,0,0,1,84,,,22,0,A,6,27,27146
WH_107055,EID_57055,Rural,Small,West,Zone 6,4,4,4,5188,Company Owned,19,1,0,1,131,33.0,2002.0,26,0,B+,4,15,30085
WH_118910,EID_68910,Rural,Small,West,Zone 6,1,0,3,3659,Company Owned,35,0,0,1,142,24.0,,10,1,C,6,9,12098
WH_114936,EID_64936,Rural,Small,South,Zone 6,8,0,3,4403,Rented,22,0,0,0,158,18.0,2014.0,10,1,A+,4,2,14065
WH_108660,EID_58660,Rural,Small,West,Zone 6,5,0,2,6549,Rented,37,0,0,0,244,24.0,2008.0,16,0,C,3,15,21137
WH_100027,EID_50027,Rural,Small,South,Zone 6,8,3,2,5790,Rented,31,0,0,0,98,36.0,,11,0,C,4,9,14150
WH_122644,EID_72644,Rural,Mid,South,Zone 4,3,0,2,5245,Company Owned,36,0,0,1,204,40.0,2004.0,24,1,B+,3,11,31070
WH_104147,EID_54147,Rural,Large,North,Zone 6,3,0,2,4108,Company Owned,29,0,0,0,76,49.0,2002.0,28,0,B,2,6,35113
WH_100805,EID_50805,Rural,Small,South,Zone 1,8,0,3,4956,Rented,27,0,0,0,67,15.0,2015.0,14,0,C,4,16,19070
WH_116945,EID_66945,Rural,Small,South,Zone 6,2,0,4,4817,Company Owned,36,0,0,1,243,23.0,,35,0,A+,4,2,47133
WH_119731,EID_69731,Rural,Mid,South,Zone 2,1,0,3,4974,Company Owned,50,0,0,1,90,27.0,,6,0,B,3,12,7097
WH_117007,EID_67007,Rural,Small,West,Zone 6,5,0,4,4044,Rented,61,0,0,1,185,32.0,2001.0,37,1,A,4,9,51069
WH_111818,EID_61818,Rural,Mid,North,Zone 3,4,0,2,5176,Company Owned,20,0,0,1,195,34.0,2017.0,5,0,C,3,27,7056
WH_118112,EID_68112,Rural,Mid,South,Zone 4,2,1,2,3886,Company Owned,21,1,0,1,83,37.0,,33,0,A+,4,26,43059
WH_120489,EID_70489,Rural,Mid,West,Zone 3,7,0,5,4370,Rented,49,0,0,0,65,21.0,1996.0,39,1,A+,6,19,52128
WH_109335,EID_59335,Rural,Small,North,Zone 6,5,3,3,4872,Rented,27,0,0,0,195,26.0,,13,1,A+,2,9,18090
WH_115736,EID_65736,Rural,Small,East,Zone 1,8,1,2,5185,Company Owned,70,0,0,1,163,26.0,,16,0,A,6,31,20091
WH_122738,EID_72738,Rural,Large,West,Zone 5,7,1,4,5541,Company Owned,19,1,0,1,217,,2004.0,22,1,C,5,14,29056
WH_112559,EID_62559,Rural,Large,North,Zone 6,5,4,4,4206,Company Owned,20,0,0,1,155,31.0,2014.0,12,0,B,1,29,14132
WH_111511,EID_61511,Rural,Large,West,Zone 6,5,0,4,3337,Company Owned,34,0,0,0,146,23.0,2012.0,19,0,B,6,6,22077
WH_112837,EID_62837,Rural,Mid,West,Zone 3,3,4,4,5122,Company Owned,19,0,0,1,196,28.0,2006.0,24,1,B,4,19,28055
WH_112344,EID_62344,Rural,Mid,North,Zone 3,1,1,3,5074,Company Owned,50,0,0,1,196,44.0,,36,1,A+,3,27,47067
WH_100985,EID_50985,Rural,Small,North,Zone 6,5,0,4,4410,Rented,48,0,0,0,232,18.0,2006.0,15,1,A+,4,13,21096
WH_111853,EID_61853,Rural,Large,North,Zone 5,8,1,2,5672,Company Owned,31,0,0,1,205,23.0,2021.0,0,0,,0,17,5151
WH_120612,EID_70612,Rural,Large,West,Zone 6,2,0,2,4665,Rented,25,0,0,1,236,25.0,,12,1,C,1,23,17111
WH_106583,EID_56583,Rural,Mid,West,Zone 4,8,0,4,4085,Company Owned,69,0,0,1,218,50.0,2016.0,13,1,A+,6,26,18117
WH_121004,EID_71004,Rural,Mid,North,Zone 2,2,1,2,4214,Company Owned,69,0,0,1,224,30.0,,26,0,C,3,18,34150
WH_100925,EID_50925,Rural,Small,West,Zone 6,8,3,4,4840,Company Owned,38,0,0,1,168,33.0,,11,1,A,3,9,14090
WH_114861,EID_64861,Rural,Large,South,Zone 6,3,0,3,3749,Rented,60,0,0,0,265,21.0,2017.0,12,1,A+,1,23,18094
WH_101003,EID_51003,Rural,Mid,North,Zone 4,6,0,2,6565,Company Owned,50,0,0,0,159,28.0,2018.0,5,1,A+,2,26,7132
WH_120305,EID_70305,Urban,Large,West,Zone 6,5,0,2,4494,Rented,57,0,0,0,64,36.0,2009.0,21,1,A+,5,6,28104
WH_108035,EID_58035,Rural,Small,North,Zone 1,1,3,3,6654,Company Owned,64,0,0,0,60,26.0,,4,0,A,2,31,6103
WH_109640,EID_59640,Rural,Large,North,Zone 6,3,0,2,5575,Rented,63,0,0,0,235,17.0,2021.0,0,0,,0,28,6138
WH_120381,EID_70381,Rural,Mid,South,Zone 2,1,0,2,6021,Rented,63,1,0,1,179,,,15,0,B,2,22,19107
WH_120166,EID_70166,Rural,Mid,West,Zone 4,0,0,4,7609,Company Owned,58,0,0,1,221,40.0,,5,0,C,2,11,7096
WH_115163,EID_65163,Rural,Small,North,Zone 1,8,0,3,4465,Rented,32,0,0,0,195,24.0,2013.0,17,0,A,6,3,23100
WH_115283,EID_65283,Rural,Mid,West,Zone 3,8,4,2,5673,Rented,67,0,0,1,81,46.0,2018.0,6,1,C,3,19,8131
WH_115930,EID_65930,Rural,Mid,West,Zone 4,1,0,4,3863,Company Owned,32,0,0,1,94,27.0,,19,1,A+,5,26,29091
WH_120913,EID_70913,Rural,Large,West,Zone 5,5,0,2,5521,Company Owned,69,1,1,1,243,44.0,2007.0,15,1,A+,3,25,21085
WH_105349,EID_55349,Urban,Mid,South,Zone 3,4,0,4,3867,Company Owned,18,0,0,1,260,23.0,2018.0,6,1,C,2,19,7116
WH_120184,EID_70184,Rural,Large,North,Zone 6,8,1,3,4082,Company Owned,21,0,0,1,108,31.0,2014.0,10,0,A,3,6,14079
