Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_101087,EID_51087,Rural,Mid,South,Zone 2,7,1,2,3976,Rented,33,0,0,1,215,21.0,2017.0,20,1,B+,3,22,25149
WH_104610,EID_54610,Rural,Mid,North,Zone 4,7,1,2,5201,Company Owned,53,0,0,1,212,31.0,2010.0,18,0,B,2,26,22056
WH_109421,EID_59421,Rural,Large,South,Zone 5,7,0,2,4301,Rented,69,0,0,0,177,15.0,1999.0,30,1,A+,3,25,40077
WH_122669,EID_72669,Urban,Mid,South,Zone 4,6,0,2,4616,Company Owned,35,1,0,1,212,55.0,1998.0,24,0,A,6,11,30062
WH_116797,EID_66797,Rural,Large,North,Zone 6,8,0,3,4620,Rented,27,0,0,1,158,30.0,2019.0,11,1,C,2,23,16089
WH_121114,EID_71114,Rural,Mid,South,Zone 2,0,0,2,5822,Company Owned,65,0,0,1,130,22.0,,33,0,C,5,12,45106
WH_105070,EID_55070,Rural,Small,South,Zone 6,1,2,2,4971,Rented,62,0,0,1,193,34.0,,15,1,B+,2,2,19131
WH_104653,EID_54653,Rural,Mid,South,Zone 4,0,1,3,4533,Rented,62,0,0,0,269,20.0,,22,0,B+,1,26,27133
WH_119423,EID_69423,Urban,Mid,South,Zone 3,6,0,3,5955,Rented,45,0,0,0,200,20.0,2015.0,21,0,C,6,27,28086
WH_101668,EID_51668,Rural,Mid,North,Zone 4,7,0,3,5071,Company Owned,65,0,0,0,160,28.0,2006.0,19,1,B+,3,26,22122
WH_109961,EID_59961,Urban,Small,South,Zone 1,8,1,3,4321,Rented,32,0,0,1,177,24.0,,25,1,A+,3,21,33056
WH_113788,EID_63788,Rural,Mid,West,Zone 4,0,3,2,3951,Company Owned,58,1,0,1,121,28.0,,20,0,A+,4,11,25110
WH_112422,EID_62422,Rural,Small,South,Zone 6,4,1,2,3952,Company Owned,27,0,0,0,77,25.0,2009.0,17,0,C,6,9,23088
WH_105523,EID_55523,Rural,Large,North,Zone 6,4,1,3,6391,Company Owned,46,0,0,1,172,28.0,2017.0,5,0,A,6,29,7075
WH_123097,EID_73097,Rural,Mid,North,Zone 4,6,1,1,4449,Rented,69,0,0,0,187,36.0,,27,0,B+,5,26,32140
WH_106136,EID_56136,Urban,Small,North,Zone 1,8,0,3,5149,Rented,15,1,0,1,115,34.0,2009.0,23,1,A,2,21,32124
WH_113933,EID_63933,Urban,Mid,West,Zone 4,2,0,4,4036,Rented,44,0,0,0,57,12.0,,28,0,B+,6,11,35141
WH_109199,EID_59199,Rural,Large,West,Zone 5,1,0,5,3101,Rented,22,0,0,1,242,41.0,,4,0,B+,3,14,5108
WH_113525,EID_63525,Rural,Large,North,Zone 6,4,0,3,4783,Rented,26,0,0,1,234,26.0,2019.0,5,0,C,6,28,6091
WH_110029,EID_60029,Rural,Mid,West,Zone 4,5,5,2,4254,Company Owned,68,0,0,1,270,26.0,,4,1,A,3,26,6107
WH_103993,EID_53993,Rural,Mid,North,Zone 2,0,1,3,5022,Rented,62,0,0,1,74,24.0,,27,0,C,6,12,34123
WH_121822,EID_71822,Urban,Small,South,Zone 1,5,0,2,5572,Rented,33,0,0,0,203,20.0,1999.0,27,1,A,2,21,36081
WH_120826,EID_70826,Rural,Large,North,Zone 6,8,0,4,3666,Rented,57,0,0,0,225,20.0,2009.0,20,1,A+,3,28,26136
WH_107703,EID_57703,Rural,Large,North,Zone 6,4,0,3,3925,Company Owned,41,0,0,1,218,25.0,1998.0,24,1,A+,5,23,31135
WH_110914,EID_60914,Rural,Mid,South,Zone 3,6,0,2,4829,Rented,35,0,0,0,159,19.0,2001.0,16,1,A+,6,19,20110
WH_110500,EID_60500,Urban,Large,West,Zone 5,0,0,5,4172,Company Owned,68,0,1,1,102,24.0,,36,0,A,6,10,49082
WH_124050,EID_74050,Rural,Large,West,Zone 6,6,0,4,3185,Company Owned,63,0,0,0,221,38.0,1997.0,32,0,B,4,23,39065
WH_106842,EID_56842,Urban,Mid,South,Zone 2,4,0,2,4063,Rented,59,0,0,1,110,19.0,2001.0,29,1,B,5,32,36101
WH_103433,EID_53433,Rural,Mid,North,Zone 4,0,0,4,5895,Company Owned,67,0,0,1,151,32.0,,22,0,B+,3,26,28124
WH_110855,EID_60855,Rural,Large,South,Zone 5,2,1,2,5320,Rented,42,0,0,1,75,43.0,,5,0,C,2,10,7082
WH_115643,EID_65643,Rural,Large,South,Zone 5,2,0,3,3437,Rented,70,0,0,1,190,37.0,,13,0,A,6,10,18141
WH_120894,EID_70894,Rural,Large,North,Zone 6,0,2,4,7073,Company Owned,32,1,0,0,79,29.0,,6,0,A,2,23,8144
WH_100127,EID_50127,Rural,Small,East,Zone 1,8,0,8,3948,Rented,54,1,0,1,161,25.0,2011.0,15,0,B,5,31,19124
WH_123909,EID_73909,Rural,Large,North,Zone 5,7,0,4,5394,Company Owned,18,0,0,1,131,45.0,2018.0,5,0,B,2,17,6102
WH_101530,EID_51530,Rural,Small,North,Zone 1,2,0,3,3284,Company Owned,29,0,0,0,235,,,13,0,B,3,21,15142
WH_111585,EID_61585,Rural,Large,West,Zone 5,6,5,2,5287,Company Owned,53,0,0,1,210,30.0,,21,1,C,6,14,28129
WH_119340,EID_69340,Urban,Small,North,Zone 1,0,3,3,4845,Company Owned,56,1,0,1,65,32.0,,6,0,A+,4,30,8058
WH_110113,EID_60113,Rural,Mid,South,Zone 2,0,0,2,4630,Rented,60,0,0,0,104,23.0,,26,0,C,3,32,34066
WH_123552,EID_73552,Rural,Large,South,Zone 5,3,0,2,4030,Rented,34,0,0,1,255,39.0,2008.0,17,0,B+,3,25,21123
WH_124044,EID_74044,Rural,Mid,West,Zone 4,0,0,2,5131,Company Owned,32,0,0,0,173,27.0,,23,0,C,4,11,29125
WH_109161,EID_59161,Rural,Small,South,Zone 6,5,4,2,4404,Company Owned,44,0,0,1,173,27.0,2015.0,14,0,B+,5,9,16129
WH_117045,EID_67045,Urban,Large,North,Zone 6,3,0,2,4582,Company Owned,68,0,0,0,103,29.0,2011.0,18,1,A+,3,23,23129
WH_124014,EID_74014,Rural,Mid,East,Zone 4,3,0,7,2018,Company Owned,30,1,0,1,158,30.0,2004.0,22,1,A+,5,26,30108
WH_123554,EID_73554,Rural,Mid,South,Zone 4,5,3,2,8492,Company Owned,52,0,0,1,246,33.0,2007.0,23,1,A+,4,26,30063
WH_112660,EID_62660,Rural,Mid,North,Zone 2,2,0,2,5282,Rented,41,0,0,1,137,26.0,,19,0,A+,6,12,24062
WH_123467,EID_73467,Urban,Mid,West,Zone 2,4,0,2,3330,Company Owned,17,0,0,1,97,26.0,1999.0,25,1,B,6,12,31088
WH_117401,EID_67401,Rural,Large,North,Zone 6,0,0,3,3633,Company Owned,31,0,0,0,133,26.0,,6,0,C,3,6,8079
WH_120446,EID_70446,Rural,Mid,South,Zone 4,5,0,2,5755,Company Owned,29,1,0,1,256,53.0,,14,0,B,5,26,16076
WH_100964,EID_50964,Rural,Small,North,Zone 1,1,1,4,4867,Rented,16,0,0,1,131,34.0,,15,0,A,2,30,19110
WH_124488,EID_74488,Rural,Large,North,Zone 5,7,0,3,4419,Company Owned,55,0,0,1,94,29.0,1996.0,37,0,B,5,14,46073
WH_102342,EID_52342,Rural,Small,North,Zone 6,1,1,3,4921,Company Owned,23,0,0,1,247,40.0,,23,0,B+,4,13,28139
WH_107212,EID_57212,Rural,Small,North,Zone 6,6,0,3,6297,Company Owned,62,0,0,0,103,25.0,1999.0,26,1,A+,3,9,37143
WH_123758,EID_73758,Rural,Mid,West,Zone 2,6,0,2,6915,Rented,53,0,0,0,246,19.0,2002.0,24,1,A,3,1,31076
WH_110930,EID_60930,Rural,Large,West,Zone 6,3,0,4,4122,Company Owned,67,0,0,1,113,32.0,2005.0,24,0,A,5,23,30093
WH_111121,EID_61121,Rural,Mid,West,Zone 4,3,0,4,3972,Rented,63,1,0,1,92,24.0,2014.0,16,1,A+,6,11,22133
WH_108715,EID_58715,Rural,Mid,North,Zone 3,3,0,2,5429,Company Owned,66,0,0,1,125,29.0,2014.0,14,0,B+,5,27,16107
WH_119323,EID_69323,Urban,Mid,South,Zone 2,7,0,2,4577,Company Owned,15,0,0,1,101,40.0,1996.0,27,0,A,5,22,36055
WH_103792,EID_53792,Rural,Small,West,Zone 6,1,0,2,5990,Company Owned,48,1,0,1,139,31.0,,29,0,B+,5,15,36056
WH_118113,EID_68113,Rural,Large,West,Zone 6,4,1,3,7113,Company Owned,62,0,0,1,271,28.0,2017.0,8,0,C,4,23,11138
WH_111488,EID_61488,Rural,Large,West,Zone 6,1,0,4,5771,Company Owned,52,0,0,0,80,25.0,,20,0,A,4,6,27148
WH_121967,EID_71967,Rural,Mid,North,Zone 3,4,1,2,5316,Rented,17,0,0,1,232,31.0,2009.0,19,0,A,3,27,25145
WH_100503,EID_50503,Rural,Large,West,Zone 5,4,1,2,5938,Company Owned,23,1,0,1,101,34.0,2000.0,32,0,B+,2,10,38083
WH_107293,EID_57293,Rural,Large,South,Zone 5,6,1,2,4919,Rented,28,0,0,0,213,18.0,,6,0,A,5,14,7067
WH_122252,EID_72252,Rural,Large,North,Zone 6,3,0,4,4665,Rented,26,0,0,1,188,34.0,,24,0,B,4,23,28109
WH_121707,EID_71707,Rural,Large,North,Zone 6,8,1,5,7350,Rented,16,0,0,0,243,21.0,2022.0,5,0,C,3,28,6082
WH_118276,EID_68276,Rural,Large,North,Zone 6,5,5,3,4104,Rented,57,0,0,0,64,23.0,,6,1,C,3,28,8056
WH_116328,EID_66328,Rural,Large,North,Zone 6,5,0,3,3372,Company Owned,52,0,0,1,137,28.0,2018.0,5,0,C,1,6,7078
WH_116796,EID_66796,Rural,Small,West,Zone 1,3,0,2,4550,Company Owned,38,0,0,0,97,23.0,2004.0,32,0,B+,5,3,40066
WH_120782,EID_70782,Rural,Small,West,Zone 6,7,1,3,5675,Rented,39,0,1,1,181,32.0,2009.0,19,1,B,2,8,23110
WH_101603,EID_51603,Rural,Small,South,Zone 1,1,0,4,3947,Company Owned,39,0,0,0,257,17.0,,23,1,C,2,21,29095
WH_105652,EID_55652,Rural,Mid,South,Zone 4,3,0,2,4053,Rented,69,0,0,0,249,37.0,2019.0,9,0,C,5,26,11149
WH_107581,EID_57581,Rural,Mid,West,Zone 4,5,3,3,7596,Company Owned,39,0,0,1,127,26.0,,9,1,A+,3,11,12069
WH_102714,EID_52714,Rural,Small,South,Zone 6,3,5,3,4600,Company Owned,59,0,0,1,242,49.0,,4,1,A,4,2,5098
WH_118615,EID_68615,Rural,Large,West,Zone 5,6,0,2,5040,Rented,41,0,0,0,123,27.0,2016.0,11,0,A,2,24,16084
WH_122014,EID_72014,Rural,Large,West,Zone 6,4,0,5,5549,Rented,48,0,0,1,229,,2020.0,6,0,B+,2,23,7115
WH_100928,EID_50928,Rural,Mid,North,Zone 2,7,0,4,4272,Rented,43,0,0,1,102,24.0,2011.0,15,0,A,1,22,20141
WH_103268,EID_53268,Rural,Large,West,Zone 5,3,0,3,5041,Company Owned,24,0,0,1,247,40.0,,4,1,C,3,5,6143
WH_105572,EID_55572,Rural,Large,North,Zone 6,0,0,2,4957,Company Owned,47,0,0,1,139,34.0,,10,0,B,5,6,12070
WH_105721,EID_55721,Rural,Small,South,Zone 1,5,0,4,6116,Rented,56,0,0,1,130,,1997.0,24,0,A,2,21,31109
WH_101644,EID_51644,Rural,Large,North,Zone 6,5,0,4,4897,Company Owned,26,0,0,1,199,27.0,,24,0,B,4,6,27133
WH_123931,EID_73931,Rural,Large,West,Zone 5,5,1,5,4144,Company Owned,19,0,0,0,131,30.0,2007.0,21,0,B+,2,14,25105
WH_123717,EID_73717,Rural,Large,South,Zone 6,1,0,2,5335,Rented,69,1,0,1,66,36.0,,29,0,C,5,29,40079
WH_102111,EID_52111,Rural,Small,West,Zone 6,2,2,2,5095,Company Owned,19,0,0,0,221,28.0,,11,0,A+,6,15,14097
WH_111919,EID_61919,Rural,Large,West,Zone 5,8,0,4,3850,Company Owned,17,0,0,0,171,22.0,2015.0,16,0,B,1,24,20145
WH_100828,EID_50828,Rural,Small,South,Zone 6,4,0,3,4321,Rented,50,0,0,0,99,35.0,2005.0,25,0,B,3,2,29100
WH_103971,EID_53971,Urban,Mid,West,Zone 4,1,0,3,3962,Rented,60,0,1,1,236,,,5,0,C,3,11,6076
WH_107747,EID_57747,Rural,Small,South,Zone 6,5,0,2,7014,Company Owned,65,0,0,0,185,30.0,1996.0,27,1,B+,5,2,33126
WH_117940,EID_67940,Rural,Large,North,Zone 5,5,0,3,4923,Rented,25,0,0,1,102,33.0,,6,1,A+,1,24,9076
WH_118813,EID_68813,Rural,Mid,South,Zone 2,5,0,2,5606,Company Owned,62,0,0,1,94,49.0,2021.0,6,1,B,1,1,8123
WH_103806,EID_53806,Urban,Mid,North,Zone 4,1,0,4,4012,Company Owned,61,0,0,1,204,27.0,,24,0,B+,2,26,28128
WH_102434,EID_52434,Rural,Small,South,Zone 6,8,0,3,4948,Company Owned,26,0,0,1,178,22.0,2013.0,21,1,A,3,15,29141
WH_111968,EID_61968,Rural,Large,South,Zone 5,3,1,3,6821,Company Owned,57,0,0,1,159,25.0,2016.0,9,1,C,3,25,12085
WH_117598,EID_67598,Rural,Large,West,Zone 5,4,0,3,4622,Rented,69,0,0,1,240,27.0,2016.0,9,1,C,4,14,11137
WH_115260,EID_65260,Rural,Small,South,Zone 6,7,0,4,4175,Rented,39,0,0,1,167,21.0,2011.0,14,0,B+,1,9,18069
WH_111832,EID_61832,Rural,Large,North,Zone 6,1,0,2,5593,Company Owned,18,0,0,1,56,29.0,,6,0,A,2,23,8144
WH_113207,EID_63207,Urban,Small,West,Zone 6,5,1,4,3973,Company Owned,37,0,0,1,62,28.0,2004.0,35,1,A+,5,9,46075
WH_105836,EID_55836,Rural,Mid,West,Zone 3,8,0,4,6167,Company Owned,22,0,1,0,104,35.0,2011.0,19,1,A+,6,19,25145
WH_123234,EID_73234,Rural,Small,East,Zone 1,6,4,8,4613,Rented,27,0,0,0,265,16.0,2014.0,14,1,B+,3,31,17132
WH_103226,EID_53226,Rural,Mid,South,Zone 2,4,0,2,5173,Company Owned,21,0,0,1,80,49.0,2005.0,38,1,A+,4,32,54150
WH_121578,EID_71578,Rural,Mid,North,Zone 4,5,2,4,4418,Rented,50,0,0,0,165,20.0,2005.0,14,0,C,4,26,18102
WH_124781,EID_74781,Urban,Large,North,Zone 6,7,4,2,5764,Company Owned,36,0,0,1,250,27.0,,5,0,B+,1,7,5081
WH_122499,EID_72499,Rural,Mid,South,Zone 2,2,3,4,4709,Company Owned,41,0,0,1,141,21.0,,5,0,A+,2,22,6090
WH_114791,EID_64791,Rural,Mid,South,Zone 2,6,1,3,3273,Company Owned,28,0,1,1,211,31.0,,6,0,C,1,32,8145
WH_102904,EID_52904,Rural,Mid,North,Zone 2,5,2,1,5572,Rented,18,0,0,0,193,23.0,,23,1,A+,3,1,31111
WH_110727,EID_60727,Urban,Mid,South,Zone 4,7,1,3,3113,Company Owned,51,0,0,1,108,28.0,,27,1,A+,3,26,36097
WH_117906,EID_67906,Rural,Mid,West,Zone 4,6,0,5,5191,Rented,44,0,1,1,270,31.0,2015.0,10,1,A+,3,11,13150
WH_114585,EID_64585,Rural,Mid,North,Zone 4,6,0,3,5561,Rented,45,0,0,0,199,27.0,2011.0,18,1,C,5,26,25149
WH_110152,EID_60152,Rural,Large,East,Zone 5,4,3,7,5487,Company Owned,33,0,0,1,83,48.0,2019.0,4,1,C,2,14,5083
WH_108510,EID_58510,Rural,Mid,North,Zone 4,2,2,3,6477,Company Owned,64,0,0,1,105,25.0,,19,0,B+,2,26,22149
WH_111854,EID_61854,Rural,Large,North,Zone 6,6,0,2,4174,Rented,60,0,0,1,268,23.0,2000.0,28,1,A,3,28,39112
WH_118570,EID_68570,Rural,Mid,West,Zone 4,3,0,4,6834,Company Owned,40,0,0,0,95,23.0,,16,0,A,5,26,20112
WH_118415,EID_68415,Rural,Mid,South,Zone 2,0,3,5,4318,Rented,44,0,0,0,262,29.0,,24,0,A,5,32,30135
WH_115654,EID_65654,Rural,Mid,North,Zone 2,1,0,3,4721,Company Owned,35,0,0,1,69,30.0,,38,1,A+,5,18,51075
WH_101921,EID_51921,Rural,Mid,West,Zone 4,5,0,2,4969,Rented,67,1,0,1,107,35.0,2013.0,20,1,A+,2,11,29117
WH_113094,EID_63094,Rural,Mid,North,Zone 4,1,2,4,4124,Company Owned,50,0,0,1,196,34.0,,10,0,B+,3,26,11091
WH_108977,EID_58977,Rural,Large,North,Zone 5,1,0,4,4598,Company Owned,46,0,0,1,124,18.0,,0,0,,0,17,3064
WH_102361,EID_52361,Rural,Mid,North,Zone 4,5,4,4,5301,Rented,45,0,0,1,112,27.0,,13,0,A,5,26,16125
WH_122747,EID_72747,Rural,Small,South,Zone 6,1,0,2,5591,Company Owned,47,0,0,0,152,37.0,,20,1,A+,3,9,26063
WH_107270,EID_57270,Rural,Mid,South,Zone 2,7,1,3,6591,Company Owned,36,0,0,1,93,34.0,,14,0,A,6,32,17095
WH_124124,EID_74124,Rural,Large,West,Zone 5,0,0,2,2930,Rented,58,0,0,1,149,56.0,,25,0,B+,4,14,29097
WH_106051,EID_56051,Rural,Small,West,Zone 6,1,0,4,4206,Company Owned,30,1,0,1,75,28.0,,24,0,B,4,9,27073
WH_103799,EID_53799,Rural,Mid,West,Zone 4,7,0,4,7001,Company Owned,65,0,0,1,167,28.0,2009.0,22,0,B+,4,26,28107
WH_108588,EID_58588,Rural,Mid,South,Zone 3,4,2,2,5878,Rented,53,0,1,1,245,27.0,2004.0,21,1,A+,5,19,28114
WH_116182,EID_66182,Rural,Mid,North,Zone 4,6,4,3,3496,Company Owned,61,0,0,0,157,25.0,,18,0,B+,4,26,21110
WH_109295,EID_59295,Rural,Mid,South,Zone 3,7,0,4,5685,Company Owned,61,1,0,1,138,32.0,2018.0,9,1,A+,4,27,13129
WH_103922,EID_53922,Rural,Mid,North,Zone 2,1,0,2,4932,Rented,21,0,0,0,180,18.0,,10,1,C,5,1,14127
WH_106544,EID_56544,Rural,Mid,North,Zone 3,8,0,3,5794,Company Owned,39,0,0,1,181,35.0,2005.0,24,1,B,5,27,28103
WH_113555,EID_63555,Rural,Large,North,Zone 6,8,0,3,5116,Company Owned,20,1,1,1,128,,,4,0,B+,3,28,4142
WH_119913,EID_69913,Rural,Small,North,Zone 6,7,3,2,3995,Rented,16,0,0,1,108,32.0,,6,1,C,2,9,8132
WH_107395,EID_57395,Rural,Mid,North,Zone 2,8,4,4,4929,Rented,69,0,0,0,180,52.0,2014.0,20,0,B+,3,12,24068
WH_101675,EID_51675,Rural,Mid,West,Zone 4,7,1,2,3967,Rented,64,0,0,0,267,27.0,1999.0,32,0,B,5,26,39063
WH_123797,EID_73797,Rural,Small,North,Zone 1,5,3,2,5162,Rented,47,0,0,0,128,21.0,2000.0,24,0,C,2,31,30084
WH_110312,EID_60312,Rural,Small,North,Zone 1,3,4,3,4561,Company Owned,67,0,0,1,255,23.0,,0,0,,0,16,3114
WH_113552,EID_63552,Rural,Small,West,Zone 6,7,0,5,4502,Company Owned,46,0,0,1,113,37.0,2021.0,0,0,,0,8,6061
WH_112623,EID_62623,Rural,Large,North,Zone 5,0,0,4,4782,Company Owned,51,1,0,1,151,38.0,,20,0,C,3,24,25115
WH_120571,EID_70571,Rural,Large,North,Zone 6,7,0,3,4772,Rented,21,0,0,1,66,24.0,2008.0,20,0,B,5,28,23062
WH_119707,EID_69707,Urban,Large,North,Zone 6,1,0,3,4558,Rented,31,0,0,1,150,45.0,,14,0,A,4,28,17131
WH_104229,EID_54229,Rural,Small,North,Zone 6,5,3,4,5626,Company Owned,56,0,0,1,237,31.0,,18,0,B+,6,15,21067
WH_108117,EID_58117,Rural,Mid,West,Zone 3,7,1,4,3802,Company Owned,42,0,1,1,252,31.0,,14,0,C,5,19,18102
WH_107277,EID_57277,Rural,Small,West,Zone 6,0,1,2,4583,Company Owned,58,0,1,1,266,27.0,,5,0,B,3,9,6065
WH_115050,EID_65050,Rural,Mid,South,Zone 2,8,0,2,4178,Rented,63,0,0,1,234,29.0,2016.0,9,1,A+,2,32,13119
WH_114717,EID_64717,Rural,Mid,West,Zone 4,4,3,2,5243,Company Owned,57,0,0,1,206,38.0,,17,0,C,2,26,21126
WH_107567,EID_57567,Rural,Large,West,Zone 5,6,1,3,5057,Rented,31,0,0,0,227,17.0,1998.0,27,1,B+,5,10,33056
WH_120502,EID_70502,Rural,Large,West,Zone 5,3,2,5,4908,Rented,21,0,0,1,95,32.0,,12,1,C,3,14,16108
WH_109093,EID_59093,Rural,Small,West,Zone 6,5,3,3,5184,Rented,29,0,1,0,130,31.0,2011.0,19,0,B,4,15,22143
WH_116325,EID_66325,Rural,Mid,North,Zone 4,4,2,2,5098,Rented,18,0,0,1,209,,,6,1,A,2,26,8056
WH_103473,EID_53473,Rural,Large,North,Zone 6,1,1,4,4755,Rented,29,0,1,1,66,32.0,,4,0,B+,2,28,5075
WH_107997,EID_57997,Rural,Mid,South,Zone 2,0,0,2,6633,Rented,21,1,0,1,179,30.0,,7,0,B+,2,22,8065
WH_112147,EID_62147,Rural,Mid,South,Zone 2,3,0,2,5292,Company Owned,63,0,1,1,65,,2021.0,0,0,,0,12,6121
WH_105354,EID_55354,Rural,Mid,West,Zone 4,1,0,7,4185,Company Owned,43,0,0,1,154,29.0,,34,0,C,3,11,46082
WH_106602,EID_56602,Urban,Small,South,Zone 6,0,0,3,4859,Company Owned,54,0,0,1,166,31.0,,12,0,A,3,2,17100
WH_110908,EID_60908,Rural,Large,South,Zone 5,8,0,4,3750,Rented,18,0,0,0,247,28.0,2008.0,17,1,A+,2,14,23112
WH_113243,EID_63243,Rural,Mid,North,Zone 2,0,1,4,4249,Rented,67,0,0,0,155,19.0,,0,0,,0,1,5109
WH_122968,EID_72968,Rural,Small,North,Zone 6,1,0,3,5047,Company Owned,46,0,0,1,249,33.0,,25,0,B,3,13,31135
WH_113196,EID_63196,Rural,Large,West,Zone 5,1,0,3,4308,Rented,44,0,0,1,99,26.0,,18,0,A,2,14,22105
WH_107071,EID_57071,Rural,Large,West,Zone 5,3,0,5,3965,Rented,33,0,0,0,171,19.0,2020.0,6,1,B,3,14,8080
WH_112678,EID_62678,Rural,Small,North,Zone 1,8,0,2,3517,Company Owned,36,0,0,1,135,34.0,2015.0,12,0,B,6,3,15064
WH_103690,EID_53690,Rural,Large,West,Zone 6,0,0,4,4813,Rented,16,0,0,1,260,36.0,,22,0,A,5,23,30123
WH_122886,EID_72886,Rural,Large,South,Zone 5,3,0,3,7426,Company Owned,61,0,0,0,244,39.0,1997.0,23,1,A+,4,25,32081
WH_118246,EID_68246,Rural,Small,West,Zone 6,0,0,4,4938,Company Owned,19,0,0,1,96,24.0,,31,0,B+,3,9,39058
WH_124194,EID_74194,Rural,Mid,West,Zone 3,3,0,3,5246,Rented,48,0,0,0,197,30.0,2011.0,20,0,B,4,19,23060
WH_121010,EID_71010,Rural,Mid,East,Zone 4,2,3,8,3941,Company Owned,41,0,0,1,129,33.0,,10,1,B+,2,26,13110
WH_117821,EID_67821,Rural,Small,South,Zone 1,0,0,2,5220,Rented,50,0,0,0,192,,,23,0,B+,6,31,28069
WH_110735,EID_60735,Rural,Large,West,Zone 6,0,0,4,3960,Company Owned,53,0,0,0,233,21.0,,19,0,A+,6,23,24080
WH_121101,EID_71101,Rural,Small,West,Zone 1,2,2,4,4774,Company Owned,55,0,0,1,139,21.0,,14,0,A,6,30,18128
WH_107223,EID_57223,Rural,Large,South,Zone 6,1,0,3,5082,Company Owned,49,0,0,1,137,21.0,,10,0,B+,3,29,12124
WH_107168,EID_57168,Rural,Mid,West,Zone 4,7,1,6,4223,Company Owned,52,0,0,0,232,28.0,1998.0,29,0,B+,2,26,35104
WH_114004,EID_64004,Rural,Large,North,Zone 6,3,0,2,5136,Company Owned,62,0,0,1,249,27.0,2005.0,24,0,A,3,29,31065
WH_120655,EID_70655,Rural,Mid,South,Zone 2,6,0,2,5936,Rented,70,0,0,0,228,18.0,,6,1,B,3,32,8112
WH_115843,EID_65843,Rural,Mid,South,Zone 2,5,1,3,7184,Rented,29,0,0,1,156,26.0,2010.0,16,0,B,3,32,20145
WH_114582,EID_64582,Rural,Large,East,Zone 5,1,1,6,4402,Company Owned,32,0,1,1,208,,,33,0,B+,3,14,40056
WH_110455,EID_60455,Rural,Large,North,Zone 5,6,0,3,7776,Company Owned,40,0,0,1,90,29.0,2021.0,7,0,B,2,24,8089
WH_110349,EID_60349,Rural,Small,East,Zone 1,0,1,5,4430,Company Owned,54,0,0,0,164,39.0,,16,0,C,3,16,20126
WH_121158,EID_71158,Rural,Large,South,Zone 5,7,0,2,5177,Company Owned,51,0,0,1,130,38.0,2018.0,5,0,A,1,14,6141
WH_112286,EID_62286,Rural,Large,West,Zone 5,3,3,3,4106,Company Owned,38,0,0,0,85,36.0,,0,0,,0,14,3058
WH_117094,EID_67094,Rural,Mid,South,Zone 2,6,0,2,5247,Rented,62,0,0,0,154,20.0,2000.0,24,1,A+,4,12,31134
WH_103211,EID_53211,Rural,Mid,North,Zone 3,8,5,6,4700,Rented,51,0,0,0,123,17.0,,5,0,B,2,27,6055
WH_120991,EID_70991,Rural,Mid,South,Zone 4,0,0,3,8641,Company Owned,69,0,0,1,104,43.0,,0,0,,0,26,3058
WH_121560,EID_71560,Rural,Mid,South,Zone 4,6,4,2,5746,Company Owned,70,0,0,0,232,27.0,,8,0,C,4,26,10116
WH_100970,EID_50970,Rural,Small,North,Zone 1,6,0,3,3367,Company Owned,52,0,0,1,227,24.0,2002.0,30,0,B,2,3,38107
WH_102435,EID_52435,Rural,Large,South,Zone 6,4,0,2,6364,Rented,50,0,0,0,70,55.0,2001.0,27,0,A,2,29,34062
WH_113538,EID_63538,Rural,Large,North,Zone 6,2,0,4,6756,Company Owned,31,1,0,1,256,39.0,,14,0,B,4,28,16144
WH_112958,EID_62958,Rural,Mid,North,Zone 3,7,1,2,4808,Company Owned,53,0,0,1,226,27.0,2014.0,12,1,A+,1,27,17144
WH_109534,EID_59534,Rural,Small,South,Zone 1,2,2,2,3841,Company Owned,25,1,0,0,183,35.0,,19,0,C,4,21,24094
WH_102266,EID_52266,Rural,Mid,West,Zone 4,3,0,3,5037,Company Owned,20,0,0,0,179,22.0,2014.0,12,1,A+,5,11,16055
WH_112111,EID_62111,Rural,Large,North,Zone 5,8,0,3,5009,Company Owned,26,0,0,0,206,22.0,2000.0,30,0,A,2,14,40150
WH_113202,EID_63202,Rural,Large,South,Zone 6,7,0,3,4341,Company Owned,38,1,0,1,155,34.0,2005.0,28,0,C,5,29,37097
WH_122053,EID_72053,Rural,Mid,North,Zone 3,0,0,3,4447,Rented,40,0,0,0,87,29.0,,6,0,B,3,27,7091
WH_110734,EID_60734,Rural,Large,North,Zone 6,7,1,3,2728,Company Owned,47,0,1,0,159,,1998.0,39,1,A+,6,6,51093
WH_111793,EID_61793,Rural,Mid,North,Zone 2,5,0,5,4329,Rented,54,0,0,0,222,20.0,1999.0,39,0,A,6,12,53124
WH_114535,EID_64535,Rural,Large,North,Zone 5,4,0,4,7213,Rented,57,0,0,0,271,22.0,2002.0,23,1,A+,6,14,33142
WH_101009,EID_51009,Rural,Small,West,Zone 6,2,1,4,4529,Company Owned,24,1,1,1,91,24.0,,27,0,C,6,9,36092
